customer_id,age,gender,location,monthly_income,monthly_emi_outflow,current_outstanding,credit_limit,credit_utilization_ratio,num_open_loan,repayment_history_score,dpd_last_3_month,num_hard_inquiry_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,total_credit_limit,months_since_last_default,target_credit_score_movement
CUST_11948,30,Male,Semi-Urban,244671,72660,212147,542111,0.3913349849016161,6,35,16,3,5165,212538,608756,19,stable
CUST_11949,55,Male,Urban,228756,152646,248302,363029,0.6839729057458219,5,74,11,3,26189,73526,903334,10,stable
CUST_11950,27,Female,Urban,52941,21351,468782,896423,0.522947313935497,7,37,32,3,72479,163267,261138,33,stable
CUST_11951,33,Male,Urban,28550,7843,171297,700165,0.24465233195032599,5,29,31,3,86917,463755,662165,20,stable
CUST_11952,24,Female,Urban,281126,59562,163819,963661,0.16999650291959517,4,63,58,1,62443,397664,51828,36,stable
CUST_11953,56,Male,Rural,152014,55519,204451,846209,0.24160816063171156,7,26,42,5,47782,102151,396838,59,stable
CUST_11954,34,Male,Semi-Urban,57297,13115,171725,84350,1.2,2,5,14,4,55989,249155,512058,2,stable
CUST_11955,38,Male,Semi-Urban,35659,15321,77361,825836,0.09367598409369415,6,22,66,4,15196,137633,770712,23,stable
CUST_11956,28,Male,Rural,218963,48943,82213,830645,0.0989748930048336,4,26,49,0,72047,228342,589298,9,stable
CUST_11957,52,Male,Urban,237365,146368,201353,806744,0.24958722965401664,6,24,90,1,20248,424033,485613,28,stable
CUST_11958,47,Female,Semi-Urban,187068,80967,410817,909119,0.45188473676163404,2,80,57,3,83349,482494,100578,35,stable
CUST_11959,57,Male,Rural,178069,106203,258035,516497,0.49958663845094936,4,21,8,5,25489,179948,289664,3,stable
CUST_11960,43,Female,Semi-Urban,123859,47318,476247,595506,0.7997350152643299,7,21,38,2,47992,331310,209272,50,stable
CUST_11961,27,Male,Rural,141201,82452,346887,312980,1.1083359959102819,4,45,8,4,86290,384296,413101,21,stable
CUST_11962,32,Male,Rural,31432,12656,72428,438149,0.16530449687206863,2,62,70,0,46277,396624,498839,25,stable
CUST_11963,45,Female,Semi-Urban,56811,30433,246949,940255,0.2626404539194155,7,48,57,4,31999,315993,693522,12,stable
CUST_11964,23,Male,Urban,167214,93074,144274,527682,0.2734108800375984,6,58,36,0,29424,256922,762431,35,stable
CUST_11965,46,Female,Urban,93215,46723,490762,456407,1.0752727280694643,5,50,5,1,46291,133414,543233,9,stable
CUST_11966,24,Female,Rural,151640,34512,140476,141669,0.9915789622288574,4,88,2,2,89299,268752,81503,52,increase
CUST_11967,56,Male,Urban,142717,54736,447889,954334,0.46932101339782506,6,26,12,0,13752,156480,370517,17,stable
CUST_11968,35,Male,Semi-Urban,140930,82918,198616,243144,0.816865725660514,3,11,81,5,3225,14946,818564,25,decrease
CUST_11969,52,Male,Rural,284354,188339,133848,491499,0.2723260881507389,1,69,1,4,12953,137968,211457,21,stable
CUST_11970,49,Male,Semi-Urban,257401,136484,42409,810220,0.052342573621979215,5,48,10,3,42618,446522,901031,25,stable
CUST_11971,30,Male,Semi-Urban,211380,144514,261578,146287,1.2,5,79,68,5,67402,442366,514407,9,decrease
CUST_11972,41,Female,Urban,244020,82278,186127,918844,0.20256648571465885,6,60,80,5,98143,254231,176802,23,stable
CUST_11973,36,Female,Semi-Urban,297529,79789,94736,369247,0.2565653884797981,7,46,10,2,97277,323651,614092,16,stable
CUST_11974,39,Male,Rural,178699,65037,185228,425840,0.4349708810820966,1,84,36,3,92507,228888,735390,26,stable
CUST_11975,49,Male,Rural,32830,17697,468216,895731,0.5227194325081972,1,95,37,5,15821,243890,471495,46,stable
CUST_11976,38,Female,Semi-Urban,219191,86634,355140,210934,1.2,5,89,42,3,99808,216711,403377,43,stable
CUST_11977,36,Female,Semi-Urban,206975,109606,385375,720129,0.5351471750200312,2,84,72,2,27946,220086,461614,0,stable
CUST_11978,21,Female,Rural,47805,26339,139169,466610,0.2982555024538694,1,5,2,1,18089,140071,710764,39,stable
CUST_11979,22,Male,Urban,105112,53289,223158,547165,0.40784406897370995,5,33,14,1,26860,170974,848454,6,stable
CUST_11980,35,Male,Urban,118457,69821,147983,452214,0.3272410849730437,3,16,56,4,59645,413442,511019,2,stable
CUST_11981,59,Female,Urban,80776,25571,303918,577320,0.5264290168364165,6,17,42,1,21122,435025,916247,42,stable
CUST_11982,48,Female,Semi-Urban,227728,58036,462653,755734,0.6121902680043507,1,80,21,1,89518,429845,547069,44,increase
CUST_11983,21,Male,Semi-Urban,193947,43468,197648,705891,0.2799979033590172,4,74,41,3,84798,103876,288973,41,increase
CUST_11984,25,Female,Rural,222011,152754,233149,809345,0.2880712180837591,7,40,78,5,80890,41998,104079,19,stable
CUST_11985,42,Male,Rural,273563,152897,440208,886359,0.4966475209254941,5,0,66,4,79547,364785,766529,36,stable
CUST_11986,56,Female,Rural,30832,9842,88647,200394,0.4423635438186772,1,24,7,0,40765,252438,377995,45,stable
CUST_11987,33,Male,Rural,96218,42188,444733,733037,0.6066992525616033,3,46,52,1,89849,298185,548474,31,stable
CUST_11988,21,Female,Urban,23252,5373,469095,239267,1.2,4,51,77,3,4995,288726,161032,20,decrease
CUST_11989,36,Female,Semi-Urban,261825,139385,71878,66614,1.0790224277178972,3,14,86,2,22015,131686,716583,21,stable
CUST_11990,42,Female,Semi-Urban,105827,72338,489543,796131,0.6149025725665751,3,34,69,0,84765,227660,813126,23,stable
CUST_11991,52,Female,Urban,59774,33049,349533,372075,0.939415440435396,1,75,15,4,68176,65604,592076,57,stable
CUST_11992,36,Male,Rural,199883,102197,16678,921237,0.018103918969819926,2,21,45,2,27060,107884,626372,57,stable
CUST_11993,35,Female,Rural,155006,102474,340287,747269,0.45537416914123297,6,47,81,3,19724,477460,674404,41,stable
CUST_11994,32,Male,Semi-Urban,188625,86049,115661,933144,0.12394764366485773,1,86,40,4,26166,240354,83018,25,stable
CUST_11995,21,Female,Rural,56868,32560,313239,349923,0.8951655078402962,7,63,40,0,19420,407436,65274,35,stable
CUST_11996,37,Female,Semi-Urban,109653,73072,359505,423398,0.849094705218258,4,44,67,4,3007,14584,192817,58,decrease
CUST_11997,48,Male,Urban,62805,32874,357652,684326,0.5226339493165538,2,65,54,4,5374,53967,974153,59,stable
CUST_11998,27,Female,Semi-Urban,299305,138583,213045,859510,0.24786797128596527,4,50,21,5,12350,237861,92762,14,stable
CUST_11999,29,Female,Urban,77564,38023,454663,597105,0.7614456418887801,6,47,61,0,68253,462580,733060,26,stable
CUST_12000,42,Male,Rural,194922,113975,448112,392165,1.1426618897657874,5,44,0,5,51154,385631,609232,52,stable
CUST_12001,46,Female,Semi-Urban,226429,51159,52115,485799,0.10727687788570993,4,62,13,3,59950,380914,686351,24,stable
CUST_12002,32,Female,Rural,147850,53826,445366,823944,0.540529453458002,4,68,6,4,42487,344494,921850,39,stable
CUST_12003,27,Female,Rural,214628,48448,185367,385022,0.48144521611752056,4,34,25,1,40222,491291,302266,55,stable
CUST_12004,35,Male,Rural,255023,151257,29548,130401,0.22659335434544214,4,91,85,1,3203,472755,161844,53,stable
CUST_12005,58,Female,Semi-Urban,262464,172551,278636,443532,0.628220737173417,1,0,10,5,80563,301868,775037,20,stable
CUST_12006,41,Male,Rural,146554,58585,90127,371949,0.24231010165372135,4,16,69,0,61610,476091,352066,15,stable
CUST_12007,34,Male,Semi-Urban,166633,54328,198452,299977,0.6615573860662651,2,21,35,0,87461,354830,504295,48,stable
CUST_12008,22,Male,Rural,210973,46475,449205,333637,1.2,6,1,77,4,31208,462649,211194,9,decrease
CUST_12009,28,Male,Urban,35625,7246,89325,332032,0.26902527467232074,1,54,42,5,7336,145550,637637,44,stable
CUST_12010,26,Female,Semi-Urban,108308,51191,382343,833559,0.45868738745547705,3,64,37,5,92301,236778,996073,44,stable
CUST_12011,57,Female,Urban,211805,77671,145534,136960,1.0626022196261682,1,100,86,1,74719,291044,901332,29,stable
CUST_12012,57,Male,Urban,299015,203943,397771,764282,0.5204505666756511,2,28,12,4,74063,101181,335417,36,stable
CUST_12013,53,Female,Semi-Urban,203644,123963,18075,701356,0.025771505483663075,1,79,29,3,25915,350264,808352,17,stable
CUST_12014,26,Female,Semi-Urban,132450,56351,424311,656352,0.6464686631563551,7,46,15,1,45510,155603,613257,35,stable
CUST_12015,46,Female,Semi-Urban,206837,61909,109527,341655,0.32057777582649166,7,87,39,3,27734,198015,524045,58,increase
CUST_12016,59,Female,Rural,150006,58710,135807,242938,0.5590191736163136,7,56,42,4,34068,421866,373299,29,stable
CUST_12017,57,Female,Rural,115094,27140,155978,188166,0.8289382779035532,5,50,18,4,35385,441229,700299,29,stable
CUST_12018,34,Female,Urban,57751,29531,82046,265796,0.3086803413143915,6,33,73,5,32913,402970,76540,7,stable
CUST_12019,57,Male,Semi-Urban,163738,103573,185378,169061,1.0965154589171955,5,43,8,4,12608,183713,398598,54,stable
CUST_12020,28,Female,Urban,112492,46988,353362,431200,0.8194851576994434,3,70,5,2,54200,402603,432971,14,stable
CUST_12021,59,Male,Rural,167732,73832,329911,674889,0.48883742363559046,4,17,80,4,11537,433999,796865,57,stable
CUST_12022,33,Female,Urban,192529,128787,45094,653203,0.06903520038946545,6,74,83,1,85824,473541,252875,48,stable
CUST_12023,33,Male,Urban,35740,12680,97183,548835,0.17707143312653165,7,22,87,4,2667,285026,399945,9,stable
CUST_12024,48,Female,Semi-Urban,260304,65295,289281,868076,0.33324386344052825,7,43,19,3,4434,483238,130817,57,stable
CUST_12025,38,Male,Semi-Urban,146090,34256,474621,223741,1.2,1,76,35,2,7532,459362,226900,37,increase
CUST_12026,39,Male,Urban,273798,159927,334569,479453,0.6978139671667505,2,77,50,4,21761,39618,800147,6,stable
CUST_12027,58,Female,Rural,23928,7397,241217,760046,0.317371580141202,3,17,52,1,79885,459552,564756,5,stable
CUST_12028,52,Female,Urban,47117,32957,204955,622446,0.32927354340778153,1,1,8,1,12621,343383,931766,12,stable
CUST_12029,42,Male,Rural,170295,116068,492603,970542,0.5075545416890769,3,44,87,0,86449,176566,227799,11,stable
CUST_12030,22,Female,Urban,216885,135962,78055,108901,0.7167519122873068,7,1,24,4,36019,457707,79158,2,stable
CUST_12031,33,Female,Urban,250895,113390,492930,179149,1.2,1,67,76,5,47913,109458,180811,10,decrease
CUST_12032,43,Female,Semi-Urban,80793,36670,437248,669700,0.6529012990891444,2,80,32,5,36584,249145,639362,23,stable
CUST_12033,45,Female,Urban,270231,179994,389085,115562,1.2,5,77,87,5,99382,101847,150723,34,decrease
CUST_12034,48,Male,Rural,245557,85616,295457,664377,0.4447128663394428,1,21,71,1,78398,429098,603782,14,stable
CUST_12035,31,Female,Urban,205361,91046,186875,474863,0.39353455628254885,4,79,58,2,56114,446067,211505,31,stable
CUST_12036,53,Female,Urban,272203,109233,89163,299303,0.29790212593926557,6,62,60,4,18396,60042,748089,32,stable
CUST_12037,44,Female,Rural,204428,77536,498790,577646,0.8634873261478483,5,72,57,4,51260,238443,328192,0,stable
CUST_12038,22,Female,Urban,185305,119692,221342,773935,0.28599559394522794,4,78,40,3,49876,288430,453288,19,stable
CUST_12039,50,Male,Urban,193795,108952,96453,310979,0.31015920689178367,2,96,31,1,47727,468273,773670,4,stable
CUST_12040,37,Female,Urban,143768,96645,140174,203254,0.6896494041937674,6,2,41,3,47334,257470,467550,21,stable
CUST_12041,54,Female,Urban,182597,43099,80850,441101,0.1832913550411357,6,3,72,5,27624,488656,561469,7,stable
CUST_12042,58,Female,Rural,53017,32532,485710,761663,0.6376967241417792,3,34,67,1,61113,72991,678528,3,stable
CUST_12043,42,Male,Rural,135753,49416,144522,363912,0.39713447207017083,6,96,58,0,4585,105753,714371,49,stable
CUST_12044,25,Female,Rural,152068,75346,244422,735378,0.3323760025456296,5,41,43,1,29979,26521,930167,23,stable
CUST_12045,36,Male,Rural,134918,74449,119223,129974,0.9172834566913383,7,9,5,0,3139,224105,862664,32,stable
CUST_12046,33,Female,Urban,228774,61946,360089,112269,1.2,2,59,45,5,39667,242596,82414,8,stable
CUST_12047,46,Female,Rural,134345,77145,74822,547656,0.13662225922842075,7,10,76,2,99962,44423,458853,2,stable
CUST_12048,51,Male,Urban,195193,72289,102511,264362,0.3877675308856795,5,78,10,4,45561,23624,390443,23,stable
CUST_12049,59,Male,Semi-Urban,167859,56950,93016,740464,0.1256185310832127,4,35,82,3,35086,153169,347519,35,stable
CUST_12050,43,Female,Urban,89612,39050,197838,789387,0.2506223183305527,1,17,61,1,71114,257498,431800,53,stable
CUST_12051,32,Female,Urban,121756,72014,437884,499949,0.8758573374484198,7,17,38,1,36162,340100,750509,5,stable
CUST_12052,34,Female,Rural,93582,37855,394060,514268,0.7662541709770003,5,27,30,4,58438,281289,222433,10,stable
CUST_12053,38,Female,Rural,182168,86094,379466,877539,0.43242066734355966,6,8,62,4,46363,203984,828511,34,stable
CUST_12054,47,Female,Rural,295006,94178,158205,327959,0.4823926161501895,3,30,66,5,91209,495656,961338,19,stable
CUST_12055,48,Male,Semi-Urban,290575,104301,206949,977367,0.21174134178870374,6,80,73,3,5749,362540,419209,51,stable
CUST_12056,38,Female,Urban,265411,178017,13649,440626,0.030976383599696795,4,84,79,1,20129,463429,350374,52,stable
CUST_12057,36,Male,Semi-Urban,195254,128770,388686,859035,0.4524681765003754,3,49,28,0,21313,301061,958723,58,stable
CUST_12058,36,Male,Urban,256089,164869,307516,305380,1.006994564149584,1,80,41,0,73506,325863,277423,18,stable
CUST_12059,33,Female,Urban,61647,24303,374153,302044,1.2,6,65,29,1,35009,12909,286634,34,stable
CUST_12060,49,Female,Semi-Urban,188790,40528,312880,383557,0.8157327333355929,6,10,74,2,77496,27140,998816,31,stable
CUST_12061,29,Male,Semi-Urban,153376,101155,107503,350061,0.3070979057935617,1,22,17,3,23750,139074,139417,13,stable
CUST_12062,46,Male,Urban,120451,48225,242778,574765,0.4223952397936548,1,83,65,4,30065,409508,131368,53,stable
CUST_12063,48,Female,Semi-Urban,235526,141736,346375,639360,0.5417526901901902,7,99,59,5,89212,260126,520893,34,stable
CUST_12064,33,Male,Rural,95099,43539,482089,202761,1.2,3,82,12,4,80337,83699,51646,41,stable
CUST_12065,56,Male,Urban,121741,78729,459693,301693,1.2,3,75,28,3,33395,405906,501848,11,stable
CUST_12066,29,Male,Rural,59565,15395,228832,611153,0.37442669838812864,5,3,77,5,92406,126435,717226,11,stable
CUST_12067,34,Female,Semi-Urban,290431,178581,131304,255714,0.5134799033295009,1,82,70,1,85353,390378,659301,43,stable
CUST_12068,32,Female,Rural,192370,121905,116967,717418,0.16303884206975572,6,85,67,2,42213,402511,300284,38,stable
CUST_12069,52,Male,Semi-Urban,46053,15890,423623,214998,1.2,7,15,82,1,95361,219677,701204,10,stable
CUST_12070,58,Male,Rural,44024,22567,271257,634369,0.42760128568703704,4,11,90,1,69642,462365,492064,52,stable
CUST_12071,23,Female,Semi-Urban,269980,61423,386452,956458,0.4040449240844867,6,98,49,0,60336,73271,942972,41,increase
CUST_12072,36,Female,Urban,299964,106999,22444,294809,0.07613064730045555,1,43,3,4,49679,102710,834501,49,stable
CUST_12073,40,Male,Urban,269117,103964,98870,682616,0.14483985139522074,2,42,27,1,79450,160100,296450,24,stable
CUST_12074,52,Female,Urban,188074,46534,201615,890843,0.2263193402204429,7,39,29,1,71706,248143,652271,21,stable
CUST_12075,43,Female,Urban,180176,75073,198139,89312,1.2,3,82,24,0,91074,453795,138270,12,stable
CUST_12076,37,Female,Semi-Urban,99949,52369,138767,541319,0.25634976788178504,7,45,18,5,55261,393583,839769,37,stable
CUST_12077,36,Female,Rural,178073,93418,101759,422300,0.24096376983187306,6,97,70,5,75379,200485,391897,4,stable
CUST_12078,58,Female,Urban,206277,89725,154271,308167,0.5006084363348444,1,40,51,0,85298,290071,109978,57,stable
CUST_12079,28,Male,Semi-Urban,37595,9839,112527,146788,0.7665953620186936,3,49,78,2,54081,146055,280438,14,stable
CUST_12080,39,Male,Semi-Urban,161149,38576,274917,377163,0.7289076606135808,5,96,37,1,26189,103474,424150,35,increase
CUST_12081,50,Female,Urban,139686,85380,144696,265880,0.5442154355348278,7,6,15,1,5093,103084,694828,5,stable
CUST_12082,54,Female,Urban,28131,13496,256059,905780,0.28269447327165537,7,95,18,4,77300,219008,989628,7,stable
CUST_12083,34,Female,Semi-Urban,297294,170928,103448,547933,0.18879680544884136,4,42,17,1,24969,156802,207558,53,stable
CUST_12084,42,Female,Rural,135747,29391,282929,352443,0.8027652698450529,5,65,82,4,50577,61003,83133,21,decrease
CUST_12085,37,Male,Semi-Urban,192545,81013,491216,865125,0.5677977170929056,2,17,76,1,34016,163371,886448,36,stable
CUST_12086,35,Male,Urban,113779,74171,459873,431957,1.0646268031308672,3,13,62,4,68862,473578,999811,51,decrease
CUST_12087,52,Female,Urban,28502,15791,249890,819948,0.30476322888768553,6,3,16,4,32849,58239,780253,1,stable
CUST_12088,33,Female,Urban,115457,67331,200001,846793,0.23618641155512624,2,17,71,4,21950,324593,447368,30,stable
CUST_12089,41,Female,Rural,121563,52946,155744,115195,1.2,3,82,64,1,28675,77448,845426,47,stable
CUST_12090,53,Female,Rural,291117,166668,69814,682821,0.10224348694606639,3,55,12,2,7960,199656,939757,50,stable
CUST_12091,47,Female,Rural,68885,36928,409444,239455,1.2,6,33,46,4,33931,132956,925334,6,stable
CUST_12092,55,Male,Semi-Urban,123816,33040,426271,494129,0.8626714886193686,2,78,27,1,80623,88027,938273,7,increase
CUST_12093,36,Male,Semi-Urban,98197,24113,90289,363643,0.24829021870350865,6,11,81,1,62591,243511,64689,39,stable
CUST_12094,48,Female,Rural,102594,29575,346174,972132,0.35609773158377667,2,83,49,4,8620,369214,770149,31,increase
CUST_12095,54,Female,Rural,52612,12614,275043,448913,0.6126866452965274,5,90,45,5,84236,281837,818521,4,increase
CUST_12096,21,Male,Urban,71268,34848,74242,998354,0.07436440380866907,7,86,56,0,88768,312131,921425,9,stable
CUST_12097,51,Male,Urban,276972,189064,225333,348736,0.6461420673518077,1,92,39,3,37256,41658,366761,58,stable
CUST_12098,56,Male,Semi-Urban,221978,130247,79186,535168,0.14796475125568045,7,25,11,2,13087,108,674881,51,stable
CUST_12099,53,Female,Rural,101584,58169,376409,668536,0.5630347505594313,5,65,57,4,22254,320774,892310,33,stable
CUST_12100,53,Male,Rural,191337,117679,155823,290356,0.5366618909201119,3,2,60,0,28461,252168,467783,36,stable
CUST_12101,59,Female,Semi-Urban,86556,56312,400315,511403,0.7827779657139281,7,84,87,3,23907,248153,654243,28,stable
CUST_12102,38,Female,Rural,95670,33675,269451,417025,0.6461267310113302,2,36,59,3,86243,118977,470521,33,stable
CUST_12103,43,Male,Urban,288636,70744,336334,857949,0.3920209709434943,5,54,15,2,2039,314584,211009,14,stable
CUST_12104,43,Female,Rural,26159,15059,36056,270054,0.1335140379331541,4,18,66,0,52908,253631,805673,35,stable
CUST_12105,35,Male,Semi-Urban,191050,78983,402182,731583,0.5497421345219886,5,35,16,0,7333,117249,802799,26,stable
CUST_12106,46,Female,Semi-Urban,291309,195960,263965,605841,0.43570012594063456,4,55,53,2,45278,195266,89757,9,stable
CUST_12107,50,Male,Rural,223435,148970,490546,596471,0.8224138306807875,1,49,65,4,46119,119246,460723,36,decrease
CUST_12108,45,Male,Semi-Urban,120232,82604,496041,551396,0.8996093551639838,5,92,23,4,63163,81726,121471,14,stable
CUST_12109,36,Male,Urban,63401,37243,335251,364076,0.9208269701930366,4,65,30,3,41143,12247,78616,46,stable
CUST_12110,59,Male,Urban,115238,58360,332881,556666,0.5979905365156126,4,13,43,0,88744,317115,985851,55,stable
CUST_12111,34,Female,Urban,241719,141036,326800,822013,0.3975606225205684,6,86,3,0,70124,450934,229461,35,stable
CUST_12112,37,Male,Rural,176029,59431,267905,480511,0.5575418668875426,7,49,31,2,71001,62543,56472,53,stable
CUST_12113,32,Male,Semi-Urban,194439,39101,288913,870184,0.3320136890588657,2,50,16,2,86469,320942,530688,31,stable
CUST_12114,49,Male,Urban,285206,122780,416581,669716,0.6220263514683836,4,64,11,3,33335,241703,56395,22,stable
CUST_12115,52,Male,Semi-Urban,194242,100976,163731,758893,0.2157497829074718,1,2,82,4,34296,442052,967498,9,stable
CUST_12116,44,Female,Semi-Urban,26125,16183,21101,957175,0.02204508057565231,1,50,1,4,27037,62779,551604,44,stable
CUST_12117,33,Male,Semi-Urban,162451,36614,321107,842873,0.38096723942990224,4,15,14,4,24567,332540,939108,0,stable
CUST_12118,40,Female,Urban,75029,16721,73251,969515,0.0755542719813515,5,98,57,1,10228,55077,156815,21,increase
CUST_12119,35,Female,Semi-Urban,90786,60677,353652,656706,0.538524088404857,5,32,20,1,69856,270196,825603,35,stable
CUST_12120,24,Female,Urban,157065,47221,285400,943975,0.30233851532085065,5,100,51,3,87710,449077,541683,1,stable
CUST_12121,54,Male,Urban,187878,102231,75982,779296,0.09750082125405495,6,81,34,1,10294,388992,943974,43,stable
CUST_12122,48,Female,Urban,270281,73910,122214,926736,0.1318757445486093,6,91,63,2,80460,156858,405172,5,increase
CUST_12123,22,Male,Rural,263196,171230,116463,699781,0.16642778240620995,7,43,70,1,79817,253220,137130,53,stable
CUST_12124,50,Male,Semi-Urban,187239,107477,345636,668729,0.516855108721171,3,88,65,2,57602,124943,970391,47,stable
CUST_12125,46,Male,Rural,223667,50823,93680,464589,0.20164058985468877,3,60,24,1,56397,284561,262209,30,stable
CUST_12126,46,Female,Rural,23872,8023,492470,732318,0.672481080623445,6,89,27,3,29301,58886,579282,51,stable
CUST_12127,40,Male,Rural,61349,42018,81608,956555,0.08531448792803341,4,49,25,1,29010,144596,770865,14,stable
CUST_12128,48,Female,Rural,65124,40579,143722,898879,0.15989026331686468,1,41,21,5,35033,393181,574610,38,stable
CUST_12129,40,Female,Urban,88557,19821,466070,178549,1.2,6,87,27,2,48533,451474,473941,55,increase
CUST_12130,31,Female,Urban,20456,7234,447227,598737,0.746950664482068,1,93,28,3,20226,243434,604057,17,stable
CUST_12131,30,Female,Semi-Urban,192377,70114,60450,741904,0.08147954452328064,4,33,85,4,80957,371222,342895,28,stable
CUST_12132,43,Male,Semi-Urban,238910,105087,389591,461527,0.844134796014101,2,55,5,4,86248,47812,883782,31,stable
CUST_12133,57,Male,Urban,82213,27784,470726,291635,1.2,1,95,19,1,76148,240532,337686,52,stable
CUST_12134,39,Male,Semi-Urban,144430,88779,462191,974585,0.474243908945859,6,46,44,0,79785,410783,959097,51,stable
CUST_12135,38,Male,Semi-Urban,182992,79676,97980,152643,0.641889899962658,7,18,16,4,68861,284498,793419,42,stable
CUST_12136,47,Male,Rural,156273,32235,22132,540166,0.04097258990754694,6,65,53,5,17126,301430,839735,40,stable
CUST_12137,26,Female,Rural,40141,15846,215678,431352,0.5000046365845063,4,36,27,1,90303,103010,640619,56,stable
CUST_12138,30,Female,Rural,29266,14530,260973,903483,0.28885214220964867,6,13,83,2,79530,276755,801748,15,stable
CUST_12139,22,Female,Rural,294376,155909,464649,913725,0.5085217105803168,1,8,83,3,9040,477578,54916,54,stable
CUST_12140,44,Male,Rural,150563,37365,164792,50642,1.2,6,92,57,2,57171,485254,569811,17,increase
CUST_12141,58,Female,Urban,213003,95564,247225,821722,0.30086209204572834,3,18,31,2,46124,122362,747510,58,stable
CUST_12142,48,Male,Rural,275784,114501,411823,666763,0.6176452502613372,7,81,28,5,61936,313652,998067,22,stable
CUST_12143,48,Female,Rural,98820,28458,409747,834009,0.49129805553657097,7,42,13,0,36533,131418,911265,11,stable
CUST_12144,59,Female,Urban,182776,53025,334326,492507,0.6788248694942407,7,38,40,4,55066,487187,816543,18,stable
CUST_12145,22,Female,Rural,245190,168328,264981,555795,0.4767603163036731,6,53,78,5,87754,370173,849634,12,stable
CUST_12146,25,Male,Semi-Urban,139104,56581,114130,975568,0.11698825709740376,4,49,24,3,93804,424368,145902,51,stable
CUST_12147,31,Male,Urban,247088,128521,70545,107127,0.6585174605841665,6,43,57,1,60856,168078,882048,57,stable
CUST_12148,30,Male,Semi-Urban,273184,82804,166308,711542,0.23372899983416298,2,45,47,4,61102,214604,878877,54,stable
CUST_12149,22,Male,Semi-Urban,281015,190594,184685,70991,1.2,4,92,0,4,53168,124840,214025,10,stable
CUST_12150,35,Female,Urban,104159,70139,253958,109407,1.2,5,83,57,2,3326,499585,960145,26,stable
CUST_12151,59,Male,Urban,61875,36923,52381,167619,0.3125003728694241,2,45,56,3,54885,201489,692967,3,stable
CUST_12152,57,Male,Rural,74395,31103,401148,442546,0.9064549222001781,7,80,22,1,13407,86396,865919,19,stable
CUST_12153,27,Female,Urban,242544,98861,411400,562923,0.7308281949751565,2,37,50,5,23761,70343,591509,23,stable
CUST_12154,40,Female,Urban,57799,37274,257951,586827,0.4395690723160318,6,24,65,2,65616,82249,165324,21,stable
CUST_12155,54,Female,Rural,226295,143551,34044,541434,0.0628774698301178,1,42,80,1,15914,239279,908357,44,stable
CUST_12156,55,Male,Rural,208061,137796,389248,602783,0.6457514561624996,7,6,17,0,41748,153655,374757,35,stable
CUST_12157,54,Female,Urban,169014,56889,146043,686276,0.2128050521947438,2,31,35,4,10313,454252,164920,52,stable
CUST_12158,42,Female,Rural,205399,109083,98187,513099,0.1913607315547292,7,55,6,4,14725,255039,691402,43,stable
CUST_12159,51,Male,Rural,130382,69868,55617,542188,0.10257881030196168,1,77,0,1,93664,90404,200826,49,stable
CUST_12160,43,Female,Rural,73761,28029,246016,806938,0.30487596320906934,4,35,2,2,53144,173820,320513,2,stable
CUST_12161,39,Male,Semi-Urban,204023,50450,153747,891809,0.17239902266068183,3,10,6,2,47156,104171,309756,10,stable
CUST_12162,24,Male,Rural,296472,74768,402909,303561,1.2,6,32,3,4,13884,441892,902352,51,stable
CUST_12163,44,Male,Semi-Urban,38168,23719,186568,942235,0.19800580534580015,5,49,57,4,52370,114160,662419,34,stable
CUST_12164,40,Female,Urban,96524,35797,107295,901923,0.118962483493602,2,15,90,1,37157,437098,882943,32,stable
CUST_12165,59,Female,Semi-Urban,32907,21231,418714,613902,0.6820534873644327,3,66,69,1,13885,431541,388096,16,stable
CUST_12166,48,Female,Semi-Urban,290606,99719,260046,616410,0.4218718061030807,3,90,37,0,29377,251529,450973,44,stable
CUST_12167,59,Male,Semi-Urban,130367,39283,132462,163536,0.8099867918990314,1,41,86,1,21084,457232,611193,22,stable
CUST_12168,37,Female,Semi-Urban,272577,108059,380615,166350,1.2,1,9,85,3,78071,37862,509671,16,decrease
CUST_12169,39,Male,Semi-Urban,126939,71338,41203,923243,0.044628553912675215,7,6,82,0,37745,87334,596761,55,stable
CUST_12170,55,Female,Semi-Urban,195573,99760,475692,538785,0.882897630780367,5,57,13,1,5030,339444,511751,12,stable
CUST_12171,52,Male,Urban,263470,72478,202430,404818,0.5000518751636538,4,46,43,2,28530,410381,180983,31,stable
CUST_12172,59,Male,Urban,28734,19842,145461,87005,1.2,6,59,56,4,36258,39783,457336,40,stable
CUST_12173,55,Male,Urban,128801,88770,231419,732662,0.31586051958474715,1,19,13,5,84629,492437,473999,9,stable
CUST_12174,50,Male,Semi-Urban,48940,16441,439093,976232,0.4497834531136041,4,4,65,5,83284,394120,120812,1,stable
CUST_12175,37,Male,Rural,54793,25481,320875,61426,1.2,4,83,72,0,40510,104125,794678,42,stable
CUST_12176,49,Male,Semi-Urban,282512,88654,240498,956525,0.25142887012885184,6,61,4,5,23340,28138,532463,4,stable
CUST_12177,26,Male,Urban,34735,24178,376688,774903,0.4861098743971826,6,73,66,5,21457,166652,379241,25,stable
CUST_12178,37,Male,Semi-Urban,270187,101090,463342,259875,1.2,7,68,67,5,97767,345206,817590,50,decrease
CUST_12179,37,Male,Urban,30344,19753,270423,549294,0.49231012900195525,7,37,5,5,17257,491133,642247,6,stable
